State,County,Cases,Population,per_gop,per_dem,cases_per_pop
Wisconsin,Manitowoc,4967,"78,981",0.607413855,0.375312444,0.062888543
Illinois,Douglas,1224,"19,465",0.402317278,0.577153425,0.062882096
South Dakota,Brookings,2204,"35,077",0.549186517,0.419441203,0.062833196
Iowa,Clay,1006,"16,016",0.636667014,0.348211492,0.062812188
Ohio,Putnam,2125,"33,861",0.824462407,0.16023588,0.062756564
Texas,Bailey,439,"7,000",0.771305286,0.219525351,0.062714286
Virginia,Harrisonburg,3319,"53,016",0.572611544,0.420405389,0.062603742
Iowa,Chickasaw,747,"11,933",0.672953279,0.314187741,0.062599514
Minnesota,Rock,583,"9,315",0.683868502,0.297018349,0.062587225
Wisconsin,Portage,4429,"70,772",0.47530849,0.503091057,0.062581247
Georgia,Seminole,506,"8,090",0.672427134,0.322672169,0.062546354
South Dakota,Deuel,272,"4,351",0.722978723,0.259148936,0.062514365
Wisconsin,Washington,8504,"136,034",0.682518639,0.301935323,0.062513783
New York,Rockland,20351,"325,789",0.550144798,0.438926429,0.062466811
Iowa,Mills,943,"15,109",0.632223564,0.353286183,0.062413131
Georgia,Jeff Davis,943,"15,115",0.813127814,0.178039487,0.062388356
Missouri,Jasper,7548,"121,328",0.718156717,0.257812054,0.062211526
Wisconsin,La Crosse,7340,"118,016",0.422753803,0.557761467,0.062194957
Nebraska,Chase,244,"3,924",0.873055695,0.113396889,0.062181448
Mississippi,Winston,1116,"17,955",0.553571429,0.436520035,0.062155388
Georgia,Emanuel,1407,"22,646",0.689506368,0.303546995,0.062130178
Wisconsin,Chippewa,4009,"64,658",0.593017109,0.389511754,0.062003155
Iowa,Dallas,5792,"93,453",0.739692608,0.247133447,0.061977679
Iowa,Polk,30369,"490,161",0.573786981,0.406052522,0.061957194
Georgia,Toombs,1662,"26,830",0.721275426,0.269287154,0.061945583
Alabama,Hale,907,"14,651",0.402676092,0.591643524,0.061907037
Wisconsin,Waukesha,25013,"404,198",0.595741108,0.387625626,0.061883038
Tennessee,Henderson,1736,"28,117",0.815058236,0.174043261,0.061742007
Nebraska,Douglas,35258,"571,327",0.432271448,0.542424804,0.061712469
North Dakota,Dunn,273,"4,424",0.8354811,0.145189003,0.061708861
Missouri,Osage,840,"13,615",0.851255202,0.13840784,0.061696658
Iowa,Ida,423,"6,860",0.616877117,0.364028334,0.061661808
Washington,Adams,1232,"19,983",0.675083187,0.305734977,0.061652405
Nebraska,Hooker,42,682,0.850678733,0.133484163,0.061583578
South Dakota,Butte,642,"10,429",0.77696793,0.195543524,0.061559114
Iowa,Shelby,705,"11,454",0.827165708,0.159267276,0.06155055
Texas,Willacy,1314,"21,358",0.437130045,0.555515695,0.061522614
Alabama,Marengo,1159,"18,863",0.490442933,0.503216321,0.061443037
Illinois,Randolph,1951,"31,782",0.854971637,0.145028363,0.061386949
Nebraska,Cuming,543,"8,846",0.787851315,0.195376247,0.061383676
Iowa,Grundy,750,"12,232",0.67074894,0.311665882,0.061314585
Mississippi,Covington,1142,"18,636",0.625242092,0.363890682,0.061279244
Utah,Salt Lake,71088,"1,160,437",0.401811285,0.55956114,0.061259681
Mississippi,Tunica,590,"9,632",0.26101889,0.72266743,0.061254153
Montana,Phillips,242,"3,954",0.812080537,0.173657718,0.061203844
Tennessee,Fentress,1133,"18,523",0.852192932,0.139288592,0.061167198
Idaho,Lincoln,328,"5,366",0.792367929,0.155797101,0.061125606
Missouri,Bollinger,741,"12,133",0.863066377,0.125229895,0.061073106
Nebraska,Dixon,344,"5,636",0.757379176,0.211157963,0.061036196
Wisconsin,Lafayette,1017,"16,665",0.563281524,0.426200771,0.061026103
Georgia,Pierce,1186,"19,465",0.873107107,0.121476733,0.060929874
Missouri,Madison,736,"12,088",0.775465918,0.212024509,0.06088683
Mississippi,Itawamba,1424,"23,390",0.872568184,0.114493158,0.060880718
Missouri,Scott,2326,"38,280",0.73246178,0.251607372,0.0607628
Texas,Hemphill,232,"3,819",0.863953488,0.119767442,0.060748887
Montana,Yellowstone,9798,"161,300",0.602649087,0.364109612,0.060743955
Tennessee,Weakley,2024,"33,328",0.757257476,0.219620715,0.060729717
North Dakota,Grant,138,"2,274",0.82809071,0.151426481,0.060686016
Idaho,Payette,1453,"23,951",0.685677252,0.280298121,0.060665525
Texas,Crockett,210,"3,464",0.77495232,0.218690401,0.060623557
Minnesota,Murray,496,"8,194",0.688652192,0.296804588,0.060532097
Iowa,Hardin,1019,"16,846",0.683667199,0.29974192,0.060489137
Iowa,Kossuth,896,"14,813",0.583876562,0.391065128,0.06048741
Kentucky,Monroe,644,"10,650",0.700553089,0.28277635,0.060469484
Washington,Franklin,5753,"95,222",0.561219279,0.408107245,0.06041671
Iowa,Muscatine,2575,"42,664",0.777305906,0.20796284,0.060355335
Iowa,Butler,871,"14,439",0.702821197,0.280022875,0.060322737
Wisconsin,Oneida,2138,"35,595",0.565876071,0.418270624,0.060064616
South Dakota,Roberts,624,"10,394",0.558161133,0.424425354,0.060034635
Montana,Dawson,517,"8,613",0.776927848,0.198883606,0.060025543
Texas,Cameron,25396,"423,163",0.429162749,0.560089288,0.060014699
Nebraska,Butler,481,"8,016",0.787405092,0.194059848,0.06000499
Missouri,Cooper,1062,"17,709",0.720091848,0.258208955,0.059969507
North Dakota,Richland,970,"16,177",0.649091143,0.321644966,0.059961674
Mississippi,Panola,2050,"34,192",0.517216782,0.471824136,0.059955545
South Dakota,Hanson,207,"3,453",0.750837521,0.233249581,0.059947871
Minnesota,Benton,2449,"40,889",0.647201837,0.327765522,0.059893859
Texas,Val Verde,2932,"49,025",0.543733093,0.443989734,0.059806221
Texas,Madison,854,"14,284",0.844897959,0.142857143,0.059787174
Illinois,Whiteside,3293,"55,175",0.452807531,0.527010554,0.059682827
Tennessee,White,1632,"27,345",0.807870565,0.179826409,0.059681843
Alabama,Wilcox,619,"10,373",0.310333107,0.68592794,0.059674154
Indiana,Marshall,2760,"46,258",0.78157129,0.196120272,0.059665355
Texas,Bee,1943,"32,565",0.637852206,0.348750665,0.059665285
Minnesota,Chippewa,704,"11,800",0.642867947,0.336711541,0.059661017
Illinois,Coles,3018,"50,621",0.256155572,0.728811816,0.059619525
Kansas,Rush,181,"3,036",0.804714785,0.172002328,0.059617918
Arkansas,Washington,14252,"239,187",0.505301336,0.463553982,0.059585178
Michigan,Iron,659,"11,066",0.620456218,0.366887417,0.05955178
Missouri,Pettis,2521,"42,339",0.7255231,0.25045886,0.059543211
Iowa,Pottawattamie,5544,"93,206",0.557806324,0.425,0.059481149
Virginia,Radford,1085,"18,249",0.385128098,0.604821912,0.059455313
Montana,Prairie,64,"1,077",0.810483871,0.169354839,0.059424327
Illinois,Winnebago,16786,"282,572",0.692158072,0.28350491,0.059404329
Indiana,Fayette,1369,"23,102",0.560227109,0.419409707,0.059258939
Nebraska,Morrill,275,"4,642",0.826035966,0.15089914,0.059241706
Georgia,Clarke,7602,"128,331",0.28138545,0.702272639,0.059237441
Kansas,Haskell,235,"3,968",0.838334947,0.146176186,0.05922379
Iowa,Benton,1518,"25,645",0.445130656,0.535259733,0.059192825
Nebraska,Johnson,300,"5,071",0.681185451,0.290076336,0.059159929
Wisconsin,Jefferson,5013,"84,769",0.567244147,0.414951946,0.059137185
Virginia,Sussex,658,"11,159",0.716843586,0.262693439,0.058965857
South Dakota,Sully,82,"1,391",0.780645161,0.198924731,0.058950395
South Dakota,Lake,754,"12,797",0.626766559,0.352119871,0.058920059
Tennessee,Gibson,2893,"49,133",0.727301218,0.258058739,0.058880996
Georgia,Hall,12035,"204,441",0.708937893,0.27649739,0.05886784
Georgia,Ben Hill,982,"16,700",0.62652439,0.364634146,0.058802395
Wisconsin,Walworth,6105,"103,868",0.58769188,0.395620615,0.058776524
Georgia,Decatur,1551,"26,404",0.15786465,0.830786778,0.0587411
North Dakota,Oliver,115,"1,959",0.862652869,0.119473189,0.05870342
South Dakota,Jones,53,903,0.831385643,0.150250417,0.058693245
Missouri,McDonald,1340,"22,837",0.741211668,0.239416604,0.058676709
Idaho,Canyon,13482,"229,849",0.850702576,0.12617096,0.0586559
Alabama,Tuscaloosa,12274,"209,355",0.567747326,0.41793672,0.05862769
Mississippi,Chickasaw,1002,"17,103",0.512464694,0.467640919,0.058586213
Oklahoma,Craig,828,"14,142",0.776856764,0.201757294,0.058549003
Texas,Starr,3784,"64,633",0.470534386,0.520597322,0.058545944
North Dakota,Bowman,177,"3,024",0.841144248,0.138161899,0.058531746
Kansas,Wichita,124,"2,119",0.797896897,0.18235445,0.058518169
Alabama,Marshall,5660,"96,774",0.837992505,0.148890915,0.058486784
Texas,Dallam,426,"7,287",0.863551402,0.12211838,0.058460272
Michigan,Dickinson,1475,"25,239",0.638302683,0.344362376,0.058441301
Nebraska,Boyd,112,"1,919",0.875975716,0.117085863,0.058363731
South Dakota,Clark,218,"3,736",0.742162162,0.236216216,0.058351178
Iowa,Johnson,8818,"151,140",0.599416005,0.384250388,0.058343258
Idaho,Gooding,885,"15,179",0.815038534,0.162570298,0.058304236
Illinois,Pike,907,"15,561",0.791896869,0.198895028,0.058286742
Alabama,Dallas,2168,"37,196",0.309221208,0.684620122,0.058285837
Mississippi,Pontotoc,1875,"32,174",0.803728456,0.181498417,0.05827687
Arkansas,Craighead,6423,"110,332",0.664216453,0.308987593,0.058215205
Illinois,Jasper,559,"9,610",0.715779195,0.26405882,0.058168574
Mississippi,Benton,480,"8,259",0.599718111,0.390180879,0.058118416
Georgia,Charlton,777,"13,392",0.748959474,0.241401972,0.058019713
Georgia,Tift,2356,"40,644",0.662245149,0.326823876,0.057966736
Wisconsin,Clark,2015,"34,774",0.672426545,0.303906408,0.057945592
Minnesota,Morrison,1934,"33,386",0.759081826,0.223651176,0.057928473
Texas,DeWitt,1167,"20,160",0.714626736,0.274088542,0.057886905
Texas,Gonzales,1205,"20,837",0.739049642,0.251393682,0.057829822
Virginia,Emporia,309,"5,346",0.669201008,0.313298542,0.057800224
Kansas,Rooks,284,"4,920",0.815217391,0.166475973,0.057723577
South Dakota,Edmunds,221,"3,829",0.774811083,0.210075567,0.05771742
Georgia,Baldwin,2590,"44,890",0.487808887,0.500794477,0.057696592
New Mexico,Chaves,3726,"64,615",0.697589449,0.284320278,0.057664629
Minnesota,Roseau,874,"15,165",0.721454112,0.260071514,0.057632707
Alabama,Butler,1120,"19,448",0.575533488,0.417599831,0.057589469
Wisconsin,Door,1593,"27,668",0.48476413,0.499279217,0.057575539
Arkansas,Howard,759,"13,202",0.696969697,0.276670818,0.057491289
Mississippi,Marshall,2029,"35,294",0.504516228,0.480939988,0.057488525
Illinois,Marion,2135,"37,205",0.671349137,0.305740207,0.05738476
Wisconsin,Pepin,418,"7,287",0.624154589,0.359661836,0.057362426
Tennessee,Davidson,39770,"694,144",0.322435742,0.641680045,0.057293587
Iowa,Floyd,895,"15,642",0.668491009,0.317630962,0.057217747
Georgia,Elbert,1098,"19,194",0.678879075,0.313924327,0.057205377
Montana,Powell,394,"6,890",0.736429244,0.235958582,0.057184325
Indiana,St. Joseph,15539,"271,826",0.724221554,0.257056941,0.057165245
Idaho,Caribou,409,"7,155",0.819973037,0.151819973,0.057162823
Mississippi,Attala,1038,"18,174",0.586277174,0.401041667,0.057114559
Illinois,Bureau,1862,"32,628",0.738344778,0.24358511,0.057067549
Georgia,Jenkins,494,"8,676",0.625470333,0.36642547,0.056938681
Wyoming,Teton,1336,"23,464",0.29576889,0.670981808,0.056938288
South Dakota,Moody,374,"6,576",0.608546475,0.367747973,0.056873479
Iowa,Scott,9830,"172,943",0.692670698,0.288895443,0.056839537
Idaho,Clark,48,845,0.781398506,0.19846119,0.056804734
Alabama,Covington,2104,"37,049",0.837007693,0.155988058,0.056789657
Montana,Sweet Grass,212,"3,737",0.752248569,0.224448078,0.056729997
Texas,Castro,427,"7,530",0.768972142,0.223823247,0.056706507
Mississippi,Leake,1292,"22,786",0.591530867,0.399429047,0.056701483
Kansas,Cloud,498,"8,786",0.766096353,0.208464656,0.056681084
Georgia,Colquitt,2584,"45,600",0.732338308,0.260261194,0.056666667
Mississippi,Lafayette,3061,"54,019",0.575540407,0.402260677,0.056665247
Iowa,Linn,12843,"226,706",0.657153586,0.324070597,0.056650464
North Dakota,Steele,107,"1,890",0.598156682,0.361290323,0.056613757
Nebraska,Polk,295,"5,213",0.796515679,0.183623693,0.056589296
Mississippi,Wayne,1142,"20,183",0.627152583,0.359631558,0.056582272
Kansas,Barton,1455,"25,779",0.749579832,0.229793736,0.056441289
Tennessee,Carroll,1565,"27,767",0.773059783,0.215084503,0.056361868
Montana,Custer,642,"11,402",0.715209255,0.256890099,0.056305911
Tennessee,Lewis,690,"12,268",0.798179872,0.190578158,0.056243887
Idaho,Power,432,"7,681",0.696974707,0.279880972,0.056242677
South Dakota,Ziebach,155,"2,756",0.445916115,0.530905077,0.056240929
Iowa,Washington,1234,"21,965",0.753464389,0.234289397,0.056180287
Alabama,Pickens,1119,"19,930",0.578734859,0.415881561,0.056146513
Alabama,Etowah,5741,"102,268",0.744690265,0.242035398,0.056136817
Illinois,Morgan,1889,"33,658",0.737234996,0.2455957,0.056123358
Nebraska,Lincoln,1956,"34,914",0.762112996,0.215264416,0.056023372
Tennessee,Perry,452,"8,076",0.809509918,0.179404901,0.055968301
Georgia,Gordon,3243,"57,963",0.807431448,0.182415845,0.055949485
Iowa,Marion,1860,"33,253",0.527756318,0.450888423,0.055934803
Texas,Titus,1831,"32,750",0.718233618,0.270845204,0.055908397
Missouri,Cape Girardeau,4407,"78,871",0.717305972,0.266769353,0.055876051
Iowa,Cass,717,"12,836",0.575686788,0.405157914,0.055858523
Texas,Walker,4076,"72,971",0.650057104,0.333107737,0.055857807
Mississippi,Copiah,1567,"28,065",0.500648148,0.483981481,0.05583467
Illinois,Greene,724,"12,969",0.620151515,0.357765152,0.05582543
Georgia,Candler,603,"10,803",0.707918552,0.284615385,0.055817828
Kansas,Edwards,156,"2,798",0.838901262,0.141796585,0.05575411
Mississippi,Clarke,866,"15,541",0.649027425,0.34009907,0.05572357
Missouri,Callaway,2492,"44,743",0.699405043,0.277079989,0.055695863
Iowa,Appanoose,692,"12,426",0.671549956,0.313800176,0.055689683
Idaho,Bonneville,6626,"119,062",0.782037066,0.19325202,0.055651677
Minnesota,Mower,2228,"40,062",0.517823157,0.462784836,0.055613799
Nebraska,Burt,359,"6,459",0.690212995,0.286060933,0.055581359
Mississippi,Tate,1574,"28,321",0.656650831,0.325890736,0.055577134
Wisconsin,Columbia,3194,"57,532",0.499012295,0.483769201,0.05551693
Montana,Gallatin,6353,"114,434",0.443352998,0.517971498,0.055516717
Illinois,Macon,5774,"104,009",0.506335895,0.469436561,0.055514427
North Dakota,Sheridan,73,"1,315",0.84729064,0.128078818,0.055513308
Iowa,Adair,396,"7,152",0.708063021,0.273401297,0.055369128
Iowa,Clayton,971,"17,549",0.542201462,0.438911454,0.055330788
Montana,Meagher,103,"1,862",0.75045045,0.232432432,0.055316864
Alabama,Conecuh,667,"12,067",0.535130083,0.45972893,0.055274716
Nebraska,Rock,75,"1,357",0.884661118,0.099881094,0.055268976
New Mexico,Curry,2705,"48,954",0.691649532,0.285202627,0.055255955
Oklahoma,Muskogee,3757,"67,997",0.658905147,0.32004306,0.055252438
Georgia,Upson,1454,"26,320",0.666873401,0.325684162,0.055243161
Georgia,Stephens,1430,"25,925",0.788220446,0.200673117,0.055159113
Tennessee,Jackson,650,"11,786",0.773549359,0.213451394,0.055150178
Georgia,Hancock,466,"8,457",0.278271309,0.716686675,0.055102282
Oklahoma,Custer,1598,"29,003",0.753905154,0.221588252,0.055097749
Georgia,Treutlen,380,"6,901",0.68280793,0.309392265,0.055064483
Tennessee,Lawrence,2430,"44,142",0.819211454,0.170691313,0.055049613
Alabama,Jackson,2837,"51,626",0.832302347,0.157147699,0.054952931
Tennessee,Chester,949,"17,297",0.785299551,0.186196886,0.054865005
Arkansas,Greene,2482,"45,325",0.787439313,0.189530686,0.054760066
Kansas,Chase,145,"2,648",0.85495716,0.129742962,0.054758308
South Dakota,Day,297,"5,424",0.630566802,0.354925776,0.054756637
South Dakota,Jackson,183,"3,344",0.661883408,0.321973094,0.05472488
Tennessee,Moore,355,"6,488",0.816049732,0.161910144,0.0547164
Texas,Brooks,388,"7,093",0.401771337,0.59178744,0.054701819
Mississippi,Lee,4672,"85,436",0.670518229,0.31200806,0.054684208
Illinois,Bond,898,"16,426",0.557798314,0.42039559,0.054669427
Texas,Gray,1196,"21,886",0.879535184,0.105874758,0.054646806
Tennessee,Maury,5266,"96,387",0.747727961,0.239700091,0.054633924
Alabama,Washington,891,"16,326",0.739645638,0.254260242,0.054575524
Virginia,Southampton,962,"17,631",0.339647505,0.644539615,0.054562986
Nebraska,Clay,338,"6,203",0.800449691,0.177627881,0.054489763
Oklahoma,Caddo,1566,"28,762",0.711329749,0.270818541,0.05444684
Mississippi,Yalobusha,659,"12,108",0.562250231,0.425299723,0.054426825
Mississippi,Lawrence,685,"12,586",0.648080439,0.341255332,0.054425552
Nebraska,Pierce,389,"7,148",0.864203694,0.11982027,0.054420817
Illinois,Moultrie,789,"14,501",0.61797235,0.357142857,0.054410041
South Dakota,Meade,1541,"28,332",0.722384784,0.240307242,0.054390795
Oklahoma,Atoka,748,"13,758",0.845611431,0.141955836,0.054368367
Georgia,Troup,3797,"69,922",0.603897621,0.385157006,0.054303367
Missouri,Marion,1549,"28,530",0.814830331,0.170506912,0.054293726
Iowa,Lee,1826,"33,657",0.419031535,0.555975567,0.054253201
Kansas,Crawford,2103,"38,818",0.844993141,0.14266118,0.054175898
Illinois,Warren,912,"16,844",0.772049532,0.207101339,0.054143909
Montana,Cascade,4404,"81,366",0.584534368,0.387623463,0.054125802
Mississippi,Prentiss,1359,"25,126",0.785083974,0.20191669,0.0540874
North Carolina,Duplin,3177,"58,741",0.608751666,0.385428698,0.054084881
Georgia,Bleckley,696,"12,873",0.758499825,0.229758149,0.054066651
Georgia,Johnson,521,"9,643",0.695121951,0.29804878,0.054028829
Missouri,Gentry,355,"6,571",0.796542143,0.189255943,0.054025263
Tennessee,Van Buren,317,"5,872",0.801508399,0.186492972,0.053985014
Mississippi,Union,1555,"28,815",0.823732824,0.163072163,0.053964949
Montana,Beaverhead,510,"9,453",0.692987105,0.284048755,0.053951127
Illinois,Livingston,1922,"35,648",0.689334451,0.287337044,0.053916068
Wisconsin,Kenosha,9140,"169,561",0.507063851,0.475707794,0.053903905
Alabama,Walker,3424,"63,521",0.834147753,0.155146917,0.053903434
Wisconsin,Taylor,1095,"20,343",0.716652626,0.252082748,0.053826869
Nebraska,Phelps,486,"9,034",0.829906169,0.150129766,0.053796768
Montana,Flathead,5583,"103,806",0.635817867,0.336559569,0.053783018
Mississippi,Tippah,1183,"22,015",0.798620138,0.190580942,0.053736089
Georgia,Randolph,364,"6,778",0.45250488,0.543591412,0.053703157
Minnesota,Cottonwood,601,"11,196",0.683182937,0.300902379,0.053679886
Illinois,Shelby,1161,"21,634",0.779815752,0.206490165,0.053665526
Tennessee,Grundy,720,"13,427",0.820499658,0.168548939,0.053623296
Illinois,Rock Island,7606,"141,879",0.447212905,0.532646542,0.053609061
Iowa,Union,656,"12,241",0.755467721,0.23030303,0.053590393
North Dakota,McKenzie,805,"15,024",0.827050998,0.150221729,0.053580937
Texas,Anderson,3092,"57,735",0.786322109,0.205377186,0.053555036
Nebraska,Boone,278,"5,192",0.82468138,0.15511346,0.053543914
North Carolina,Greene,1128,"21,069",0.557429719,0.438324727,0.053538374
Nebraska,Sarpy,10021,"187,196",0.539970024,0.430032806,0.053532127
South Dakota,Custer,480,"8,972",0.701128504,0.277029487,0.053499777
Missouri,Dunklin,1558,"29,131",0.780785104,0.211152702,0.053482544
Tennessee,Tipton,3294,"61,599",0.735150782,0.25033894,0.053474894
Missouri,Miller,1369,"25,619",0.821956539,0.164633654,0.053436902
Georgia,Burke,1195,"22,383",0.505428678,0.487551479,0.053388733
Georgia,Wheeler,419,"7,855",0.692475941,0.30096238,0.05334182
Illinois,Clay,703,"13,184",0.745284498,0.23297978,0.053322209
Wyoming,Campbell,2470,"46,341",0.867562871,0.098906154,0.053300533
Texas,Frio,1082,"20,306",0.534194529,0.459916413,0.053284743
Iowa,Jasper,1981,"37,185",0.496201966,0.481903485,0.05327417
Arkansas,Pope,3413,"64,072",0.740386588,0.235851767,0.053268198
Georgia,Turner,425,"7,985",0.619462025,0.371835443,0.053224796
Iowa,Greene,473,"8,888",0.677846791,0.302829538,0.053217822
Wisconsin,Wood,3884,"72,999",0.590018691,0.397116295,0.053206208
Illinois,Crawford,993,"18,667",0.78641109,0.195276399,0.053195479
Mississippi,Tishomingo,1031,"19,383",0.867174561,0.115932428,0.053190941
Virginia,Manassas,2183,"41,085",0.622586165,0.369836226,0.053133747
Utah,Wasatch,1808,"34,091",0.604824988,0.350145843,0.053034525
Wisconsin,Buffalo,691,"13,031",0.618870823,0.366022276,0.053027396
Illinois,Kane,28225,"532,403",0.571296427,0.404432022,0.053014352
New Mexico,Dona Ana,11567,"218,195",0.396821551,0.580442366,0.053012214
North Carolina,Sampson,3367,"63,531",0.610340213,0.381489047,0.052997749
Kansas,Morton,137,"2,587",0.818165691,0.16320738,0.052957093
Illinois,Cook,272733,"5,150,233",0.745832891,0.233358106,0.052955468
North Carolina,Robeson,6915,"130,625",0.586067051,0.40766943,0.052937799
